Date,BTC_Price,Dollar_Index,Gold_Price,Interest_Rate,US_10_Year,VIX_Value
2017-02-21,1115.300048828125,101.37000274658205,1238.9,0.66,2.431,11.57
2017-02-22,1117.43994140625,101.33000183105467,1233.3,0.66,2.415,11.74
2017-02-23,1166.719970703125,101.0500030517578,1251.4,0.66,2.375,11.71
2017-02-24,1173.6800537109375,101.08999633789062,1258.3,0.66,2.315,11.47
2017-02-25,1143.8399658203125,101.08999633789062,1258.3,0.66,2.315,11.47
2017-02-26,1165.199951171875,101.08999633789062,1258.3,0.66,2.315,11.47
2017-02-27,1179.969970703125,101.12999725341795,1258.8,0.66,2.367,12.09
2017-02-28,1179.969970703125,101.12000274658205,1253.9,0.57,2.397,12.92
2017-03-01,1222.5,101.77999877929688,1250.0,0.66,2.458,12.54
2017-03-02,1251.010009765625,102.1999969482422,1232.9,0.66,2.481,11.81
2017-03-03,1274.989990234375,101.54000091552734,1226.5,0.66,2.482,10.96
2017-03-04,1255.1500244140625,101.54000091552734,1226.5,0.66,2.482,10.96
2017-03-05,1267.1199951171875,101.54000091552734,1226.5,0.66,2.482,10.96
2017-03-06,1272.8299560546875,101.63999938964844,1225.5,0.66,2.494,11.24
2017-03-07,1223.5400390625,101.80999755859376,1216.1,0.66,2.518,11.45
2017-03-08,1150.0,102.06999969482422,1209.4,0.66,2.56,11.86
2017-03-09,1188.489990234375,101.8499984741211,1203.2,0.66,2.609,12.3
2017-03-10,1116.719970703125,101.25,1201.4,0.66,2.575,11.66
2017-03-11,1175.8299560546875,101.25,1201.4,0.66,2.575,11.66
2017-03-12,1221.3800048828125,101.25,1201.4,0.66,2.575,11.66
2017-03-13,1231.9200439453125,101.37999725341795,1203.1,0.66,2.626,11.35
2017-03-14,1240.0,101.6999969482422,1202.6,0.66,2.602,12.3
2017-03-15,1249.6099853515625,100.73999786376952,1200.7,0.66,2.5,11.63
2017-03-16,1187.81005859375,100.2699966430664,1227.1,0.91,2.537,11.21
2017-03-17,1100.22998046875,100.3000030517578,1230.2,0.91,2.5,11.28
2017-03-18,973.8179931640624,100.3000030517578,1230.2,0.91,2.5,11.28
2017-03-19,1036.739990234375,100.3000030517578,1230.2,0.91,2.5,11.28
2017-03-20,1054.22998046875,100.41000366210938,1234.0,0.91,2.463,11.34
2017-03-21,1120.5400390625,99.80999755859376,1249.6,0.91,2.416,12.47
2017-03-22,1049.1400146484375,99.68000030517578,1252.8,0.91,2.403,12.81
2017-03-23,1038.5899658203125,99.76000213623048,1250.1,0.91,2.418,13.12
2017-03-24,937.52001953125,99.62999725341795,1251.7,0.91,2.418,12.96
2017-03-25,972.7789916992188,99.62999725341795,1251.7,0.91,2.418,12.96
2017-03-26,966.7249755859376,99.62999725341795,1251.7,0.91,2.418,12.96
2017-03-27,1045.77001953125,99.16999816894533,1258.8,0.91,2.378,12.5
2017-03-28,1047.1500244140625,99.70999908447266,1258.8,0.91,2.42,11.53
2017-03-29,1039.969970703125,100.0,1256.8,0.91,2.38,11.42
2017-03-30,1026.4300537109375,100.41000366210938,1248.0,0.91,2.421,11.54
2017-03-31,1071.7900390625,100.3499984741211,1251.2,0.82,2.389,12.37
2017-04-01,1080.5,100.3499984741211,1251.2,0.82,2.389,12.37
2017-04-02,1102.1700439453125,100.3499984741211,1251.2,0.82,2.389,12.37
2017-04-03,1143.81005859375,100.54000091552734,1254.0,0.91,2.323,12.38
2017-04-04,1133.25,100.54000091552734,1258.4,0.91,2.364,11.79
2017-04-05,1124.780029296875,100.55999755859376,1248.5,0.91,2.339,12.89
2017-04-06,1182.6800537109375,100.66999816894533,1253.3,0.91,2.341,12.39
2017-04-07,1176.9000244140625,101.18000030517578,1257.3,0.91,2.382,12.87
2017-04-08,1175.949951171875,101.18000030517578,1257.3,0.91,2.382,12.87
2017-04-09,1187.8699951171875,101.18000030517578,1257.3,0.91,2.382,12.87
2017-04-10,1187.1300048828125,101.0199966430664,1253.9,0.91,2.366,14.05
2017-04-11,1205.010009765625,100.70999908447266,1274.2,0.91,2.298,15.07
2017-04-12,1200.3699951171875,100.77999877929688,1278.1,0.91,2.244,15.77
2017-04-13,1169.280029296875,100.55999755859376,1288.5,0.91,2.232,15.96
2017-04-14,1167.5400390625,100.55999755859376,1288.5,0.91,2.232,15.96
2017-04-15,1172.52001953125,100.55999755859376,1288.5,0.91,2.232,15.96
2017-04-16,1182.93994140625,100.55999755859376,1288.5,0.91,2.232,15.96
2017-04-17,1193.9100341796875,100.3000030517578,1291.9,0.91,2.248,14.66
2017-04-18,1211.6700439453125,99.5,1294.1,0.91,2.172,14.42
2017-04-19,1210.2900390625,99.73999786376952,1283.4,0.91,2.216,14.93
2017-04-20,1229.0799560546875,99.77999877929688,1283.8,0.91,2.236,14.15
2017-04-21,1222.050048828125,99.9800033569336,1289.1,0.91,2.246,14.63
2017-04-22,1231.7099609375,99.9800033569336,1289.1,0.91,2.246,14.63
2017-04-23,1207.2099609375,99.9800033569336,1289.1,0.91,2.246,14.63
2017-04-24,1250.1500244140625,99.08999633789062,1277.5,0.91,2.273,10.84
2017-04-25,1265.489990234375,98.81999969482422,1267.2,0.91,2.334,10.76
2017-04-26,1281.0799560546875,98.95999908447266,1264.2,0.91,2.303,10.85
2017-04-27,1317.72998046875,99.08000183105467,1265.9,0.91,2.3,10.36
2017-04-28,1316.47998046875,99.0500030517578,1268.3,0.83,2.289,10.82
2017-04-29,1321.7900390625,99.0500030517578,1268.3,0.83,2.289,10.82
2017-04-30,1347.8900146484375,99.0500030517578,1268.3,0.83,2.289,10.82
2017-05-01,1421.5999755859375,99.13999938964844,1255.5,0.91,2.322,10.11
2017-05-02,1452.8199462890625,98.9800033569336,1257.0,0.91,2.287,10.59
2017-05-03,1490.0899658203125,99.20999908447266,1248.5,0.91,2.322,10.68
2017-05-04,1537.6700439453125,98.76000213623048,1228.6,0.91,2.352,10.46
2017-05-05,1555.449951171875,98.6500015258789,1226.9,0.91,2.351,10.57
2017-05-06,1578.800048828125,98.6500015258789,1226.9,0.91,2.351,10.57
2017-05-07,1596.7099609375,98.6500015258789,1226.9,0.91,2.351,10.57
2017-05-08,1723.3499755859375,99.1500015258789,1227.1,0.91,2.389,9.77
2017-05-09,1755.3599853515625,99.58999633789062,1216.1,0.91,2.398,9.96
2017-05-10,1787.1300048828125,99.66999816894533,1218.9,0.91,2.411,10.21
2017-05-11,1848.5699462890625,99.62000274658205,1224.2,0.91,2.393,10.6
2017-05-12,1724.239990234375,99.25,1227.7,0.91,2.326,10.4
2017-05-13,1804.9100341796875,99.25,1227.7,0.91,2.326,10.4
2017-05-14,1808.9100341796875,99.25,1227.7,0.91,2.326,10.4
2017-05-15,1738.4300537109375,98.91000366210938,1230.0,0.91,2.343,10.42
2017-05-16,1734.449951171875,98.11000061035156,1236.4,0.91,2.326,10.65
2017-05-17,1839.0899658203125,97.41999816894533,1258.7,0.91,2.223,15.59
2017-05-18,1888.6500244140625,97.87999725341795,1252.8,0.91,2.228,14.66
2017-05-19,1987.7099609375,97.1500015258789,1253.6,0.91,2.235,12.04
2017-05-20,2084.72998046875,97.1500015258789,1253.6,0.91,2.235,12.04
2017-05-21,2041.199951171875,97.1500015258789,1253.6,0.91,2.235,12.04
2017-05-22,2173.39990234375,96.9800033569336,1261.4,0.91,2.252,10.93
2017-05-23,2320.419921875,97.3499984741211,1258.9,0.91,2.282,10.72
2017-05-24,2443.639892578125,97.23999786376952,1256.5,0.91,2.252,10.02
2017-05-25,2304.97998046875,97.25,1259.8,0.91,2.255,9.99
2017-05-26,2202.419921875,97.4000015258789,1271.4,0.91,2.25,9.81
2017-05-27,2038.8699951171875,97.4000015258789,1271.4,0.91,2.25,9.81
2017-05-28,2155.800048828125,97.4000015258789,1271.4,0.91,2.25,9.81
2017-05-29,2255.610107421875,97.4000015258789,1269.9,0.91,2.243,9.81
2017-05-30,2175.469970703125,97.27999877929688,1265.7,0.91,2.208,10.38
2017-05-31,2286.409912109375,96.91999816894533,1275.4,0.83,2.206,10.41
2017-06-01,2407.8798828125,97.1999969482422,1270.1,0.91,2.213,9.89
2017-06-02,2488.550048828125,96.72000122070312,1280.2,0.91,2.159,9.75
2017-06-03,2515.35009765625,96.72000122070312,1280.2,0.91,2.159,9.75
2017-06-04,2511.81005859375,96.72000122070312,1280.2,0.91,2.159,9.75
2017-06-05,2686.81005859375,96.8000030517578,1282.7,0.91,2.183,10.07
2017-06-06,2863.199951171875,96.63999938964844,1297.5,0.91,2.145,10.45
2017-06-07,2732.159912109375,96.75,1293.2,0.91,2.176,10.39
2017-06-08,2805.6201171875,96.91999816894533,1279.5,0.91,2.192,10.16
2017-06-09,2823.81005859375,97.2699966430664,1271.4,0.91,2.202,10.7
2017-06-10,2947.7099609375,97.2699966430664,1271.4,0.91,2.202,10.7
2017-06-11,2958.110107421875,97.2699966430664,1271.4,0.91,2.202,10.7
2017-06-12,2659.6298828125,97.13999938964844,1268.9,0.91,2.214,11.46
2017-06-13,2717.02001953125,96.9800033569336,1268.6,0.91,2.211,10.42
2017-06-14,2506.3701171875,96.94000244140624,1275.9,0.91,2.127,10.64
2017-06-15,2464.580078125,97.43000030517578,1254.6,1.16,2.164,10.9
2017-06-16,2518.56005859375,97.16000366210938,1256.5,1.16,2.153,10.38
2017-06-17,2655.8798828125,97.16000366210938,1256.5,1.16,2.153,10.38
2017-06-18,2548.2900390625,97.16000366210938,1256.5,1.16,2.153,10.38
2017-06-19,2589.60009765625,97.52999877929688,1246.7,1.16,2.191,10.37
2017-06-20,2721.7900390625,97.75,1243.5,1.16,2.157,10.86
2017-06-21,2689.10009765625,97.55999755859376,1245.8,1.16,2.165,10.75
2017-06-22,2705.409912109375,97.54000091552734,1249.4,1.16,2.148,10.48
2017-06-23,2744.909912109375,97.3000030517578,1256.4,1.16,2.144,10.02
2017-06-24,2608.719970703125,97.3000030517578,1256.4,1.16,2.144,10.02
2017-06-25,2589.409912109375,97.3000030517578,1256.4,1.16,2.144,10.02
2017-06-26,2478.449951171875,97.43000030517578,1246.4,1.16,2.135,9.9
2017-06-27,2552.449951171875,96.47000122070312,1246.9,1.16,2.203,11.06
2017-06-28,2574.7900390625,96.0500030517578,1249.1,1.16,2.226,10.03
2017-06-29,2539.320068359375,95.62999725341795,1245.8,1.16,2.267,11.44
2017-06-30,2480.840087890625,95.66000366210938,1242.3,1.06,2.304,11.18
2017-07-01,2434.550048828125,95.66000366210938,1242.3,1.06,2.304,11.18
2017-07-02,2506.469970703125,95.66000366210938,1242.3,1.06,2.304,11.18
2017-07-03,2564.06005859375,96.1999969482422,1219.2,1.16,2.348,11.22
2017-07-04,2601.639892578125,96.1999969482422,1223.0,1.16,2.334,11.22
2017-07-05,2601.989990234375,96.29000091552734,1221.7,1.16,2.327,11.07
2017-07-06,2608.56005859375,95.81999969482422,1223.3,1.16,2.368,12.54
2017-07-07,2518.659912109375,96.01000213623048,1209.7,1.16,2.386,11.19
2017-07-08,2571.340087890625,96.01000213623048,1209.7,1.16,2.386,11.19
2017-07-09,2518.43994140625,96.01000213623048,1209.7,1.16,2.386,11.19
2017-07-10,2372.56005859375,96.0500030517578,1213.2,1.16,2.373,11.11
2017-07-11,2337.7900390625,95.73999786376952,1214.7,1.16,2.361,10.89
2017-07-12,2398.840087890625,95.79000091552734,1219.1,1.16,2.319,10.3
2017-07-13,2357.89990234375,95.7300033569336,1217.3,1.16,2.348,9.9
2017-07-14,2233.340087890625,95.11000061035156,1227.5,1.16,2.332,9.51
2017-07-15,1998.8599853515625,95.11000061035156,1227.5,1.16,2.332,9.51
2017-07-16,1929.8199462890625,95.11000061035156,1227.5,1.16,2.332,9.51
2017-07-17,2228.409912109375,95.12999725341795,1233.7,1.16,2.314,9.82
2017-07-18,2318.8798828125,94.66000366210938,1241.9,1.16,2.261,9.89
2017-07-19,2273.429931640625,94.8000030517578,1248.8,1.16,2.271,9.79
2017-07-20,2817.60009765625,94.2699966430664,1252.1,1.16,2.257,9.58
2017-07-21,2667.760009765625,93.94000244140624,1261.0,1.16,2.237,9.36
2017-07-22,2810.1201171875,93.94000244140624,1261.0,1.16,2.237,9.36
2017-07-23,2730.39990234375,93.94000244140624,1261.0,1.16,2.237,9.36
2017-07-24,2754.860107421875,93.9800033569336,1260.7,1.16,2.257,9.43
2017-07-25,2576.47998046875,94.0500030517578,1258.5,1.16,2.332,9.43
2017-07-26,2529.449951171875,93.66999816894533,1255.6,1.16,2.293,9.6
2017-07-27,2671.780029296875,93.86000061035156,1266.5,1.16,2.319,10.11
2017-07-28,2809.010009765625,93.26000213623048,1275.3,1.16,2.291,10.29
2017-07-29,2726.449951171875,93.26000213623048,1275.3,1.16,2.291,10.29
2017-07-30,2757.179931640625,93.26000213623048,1275.3,1.16,2.291,10.29
2017-07-31,2875.340087890625,92.86000061035156,1273.4,1.07,2.296,10.26
2017-08-01,2718.260009765625,93.02999877929688,1279.4,1.16,2.253,10.09
2017-08-02,2710.669921875,92.83000183105467,1278.4,1.16,2.271,10.28
2017-08-03,2804.72998046875,92.80999755859376,1274.4,1.16,2.219,10.44
2017-08-04,2895.889892578125,93.54000091552734,1264.6,1.16,2.264,10.03
2017-08-05,3252.909912109375,93.54000091552734,1264.6,1.16,2.264,10.03
2017-08-06,3213.93994140625,93.54000091552734,1264.6,1.16,2.264,10.03
2017-08-07,3378.93994140625,93.43000030517578,1264.7,1.16,2.257,9.93
2017-08-08,3419.93994140625,93.63999938964844,1262.6,1.16,2.262,10.96
2017-08-09,3342.469970703125,93.5199966430664,1279.3,1.16,2.249,11.11
2017-08-10,3381.280029296875,93.4000015258789,1290.1,1.16,2.201,16.04
2017-08-11,3650.6201171875,93.06999969482422,1294.0,1.16,2.191,15.51
2017-08-12,3884.7099609375,93.06999969482422,1294.0,1.16,2.191,15.51
2017-08-13,4073.260009765625,93.06999969482422,1294.0,1.16,2.191,15.51
2017-08-14,4325.1298828125,93.45999908447266,1290.4,1.16,2.224,12.33
2017-08-15,4181.93017578125,93.8499984741211,1279.7,1.16,2.273,12.04
2017-08-16,4376.6298828125,93.48999786376952,1282.9,1.16,2.226,11.74
2017-08-17,4331.68994140625,93.62000274658205,1292.4,1.16,2.185,15.55
2017-08-18,4160.6201171875,93.43000030517578,1291.6,1.16,2.197,14.26
2017-08-19,4193.7001953125,93.43000030517578,1291.6,1.16,2.197,14.26
2017-08-20,4087.659912109375,93.43000030517578,1291.6,1.16,2.197,14.26
2017-08-21,4001.739990234375,93.0999984741211,1296.7,1.16,2.183,13.19
2017-08-22,4100.52001953125,93.5500030517578,1291.0,1.16,2.217,11.35
2017-08-23,4151.52001953125,93.1500015258789,1294.7,1.16,2.169,12.25
2017-08-24,4334.68017578125,93.27999877929688,1292.0,1.16,2.196,12.23
2017-08-25,4371.60009765625,92.73999786376952,1297.9,1.16,2.169,11.28
2017-08-26,4352.39990234375,92.73999786376952,1297.9,1.16,2.169,11.28
2017-08-27,4382.8798828125,92.73999786376952,1297.9,1.16,2.169,11.28
2017-08-28,4382.66015625,92.20999908447266,1315.3,1.16,2.159,11.32
2017-08-29,4579.02001953125,92.3499984741211,1318.9,1.16,2.129,11.7
2017-08-30,4565.2998046875,92.87999725341795,1314.1,1.16,2.136,11.22
2017-08-31,4703.39013671875,92.66999816894533,1322.2,1.07,2.121,10.59
2017-09-01,4892.009765625,92.80999755859376,1330.4,1.16,2.166,10.13
2017-09-02,4578.77001953125,92.80999755859376,1330.4,1.16,2.166,10.13
2017-09-03,4582.9599609375,92.80999755859376,1330.4,1.16,2.166,10.13
2017-09-04,4236.31005859375,92.80999755859376,1339.4,1.16,2.166,10.13
2017-09-05,4376.52978515625,92.30999755859376,1344.5,1.16,2.063,12.23
2017-09-06,4597.1201171875,92.29000091552734,1339.0,1.16,2.106,11.63
2017-09-07,4599.8798828125,91.52999877929688,1350.3,1.16,2.042,11.55
2017-09-08,4228.75,91.33000183105467,1351.2,1.16,2.054,12.12
2017-09-09,4226.06005859375,91.33000183105467,1351.2,1.16,2.054,12.12
2017-09-10,4122.93994140625,91.33000183105467,1351.2,1.16,2.054,12.12
2017-09-11,4161.27001953125,91.86000061035156,1335.7,1.16,2.134,10.73
2017-09-12,4130.81005859375,91.91000366210938,1332.7,1.16,2.167,10.58
2017-09-13,3882.590087890625,92.5199966430664,1328.0,1.16,2.194,10.5
2017-09-14,3154.949951171875,92.12000274658205,1329.3,1.16,2.187,10.44
2017-09-15,3637.52001953125,91.87000274658205,1325.2,1.16,2.202,10.17
2017-09-16,3625.0400390625,91.87000274658205,1325.2,1.16,2.202,10.17
2017-09-17,3582.8798828125,91.87000274658205,1325.2,1.16,2.202,10.17
2017-09-18,4065.199951171875,92.0500030517578,1310.8,1.16,2.234,10.15
2017-09-19,3924.969970703125,91.79000091552734,1310.6,1.16,2.246,10.18
2017-09-20,3905.949951171875,92.51000213623048,1316.4,1.16,2.273,9.78
2017-09-21,3631.0400390625,92.26000213623048,1294.8,1.16,2.278,9.67
2017-09-22,3630.699951171875,92.16999816894533,1297.5,1.16,2.253,9.59
2017-09-23,3792.39990234375,92.16999816894533,1297.5,1.16,2.253,9.59
2017-09-24,3682.840087890625,92.16999816894533,1297.5,1.16,2.253,9.59
2017-09-25,3926.070068359375,92.6500015258789,1311.5,1.16,2.222,10.21
2017-09-26,3892.35009765625,92.97000122070312,1301.7,1.16,2.236,10.17
2017-09-27,4200.669921875,93.36000061035156,1287.8,1.16,2.31,9.87
2017-09-28,4174.72998046875,93.08999633789062,1288.7,1.16,2.309,9.55
2017-09-29,4163.06982421875,93.08000183105467,1284.8,1.06,2.339,9.51
2017-09-30,4338.7099609375,93.08000183105467,1284.8,1.06,2.339,9.51
2017-10-01,4403.740234375,93.08000183105467,1284.8,1.06,2.339,9.51
2017-10-02,4409.31982421875,93.55999755859376,1275.8,1.16,2.341,9.45
2017-10-03,4317.47998046875,93.56999969482422,1274.6,1.16,2.325,9.51
2017-10-04,4229.35986328125,93.45999908447266,1276.8,1.16,2.323,9.63
2017-10-05,4328.41015625,93.95999908447266,1273.2,1.16,2.348,9.19
2017-10-06,4370.81005859375,93.8000030517578,1274.9,1.16,2.361,9.65
2017-10-07,4426.89013671875,93.8000030517578,1274.9,1.16,2.361,9.65
2017-10-08,4610.47998046875,93.8000030517578,1274.9,1.16,2.361,9.65
2017-10-09,4772.02001953125,93.73999786376952,1285.0,1.16,2.361,10.33
2017-10-10,4781.990234375,93.29000091552734,1293.8,1.16,2.355,10.08
2017-10-11,4826.47998046875,92.95999908447266,1288.9,1.16,2.353,9.85
2017-10-12,5446.91015625,93.12000274658205,1296.5,1.16,2.321,9.91
2017-10-13,5647.2099609375,93.08999633789062,1304.6,1.16,2.275,9.61
2017-10-14,5831.7900390625,93.08999633789062,1304.6,1.16,2.275,9.61
2017-10-15,5678.18994140625,93.08999633789062,1304.6,1.16,2.275,9.61
2017-10-16,5725.58984375,93.27999877929688,1303.0,1.16,2.305,9.91
2017-10-17,5605.509765625,93.48999786376952,1286.2,1.16,2.302,10.31
2017-10-18,5590.68994140625,93.36000061035156,1283.0,1.16,2.345,10.07
2017-10-19,5708.52001953125,93.2699966430664,1290.0,1.16,2.318,10.05
2017-10-20,6011.4501953125,93.6999969482422,1280.5,1.16,2.383,9.97
2017-10-21,6031.60009765625,93.6999969482422,1280.5,1.16,2.383,9.97
2017-10-22,6008.419921875,93.6999969482422,1280.5,1.16,2.383,9.97
2017-10-23,5930.31982421875,93.94000244140624,1280.9,1.16,2.37,11.07
2017-10-24,5526.64013671875,93.95999908447266,1278.3,1.16,2.421,11.16
2017-10-25,5750.7998046875,93.70999908447266,1279.0,1.16,2.435,11.23
2017-10-26,5904.830078125,94.61000061035156,1269.6,1.16,2.463,11.3
2017-10-27,5780.89990234375,94.91999816894533,1271.8,1.16,2.415,9.8
2017-10-28,5753.08984375,94.91999816894533,1271.8,1.16,2.415,9.8
2017-10-29,6153.85009765625,94.91999816894533,1271.8,1.16,2.415,9.8
2017-10-30,6130.52978515625,94.48999786376952,1277.7,1.16,2.37,10.5
2017-10-31,6468.39990234375,94.5500030517578,1270.5,1.07,2.378,10.18
2017-11-01,6767.31005859375,94.81999969482422,1277.3,1.16,2.372,10.2
2017-11-02,7078.5,94.69000244140624,1278.1,1.16,2.349,9.93
2017-11-03,7207.759765625,94.94000244140624,1269.2,1.16,2.332,9.14
2017-11-04,7379.9501953125,94.94000244140624,1269.2,1.16,2.332,9.14
2017-11-05,7407.41015625,94.94000244140624,1269.2,1.16,2.332,9.14
2017-11-06,7022.759765625,94.72000122070312,1281.6,1.16,2.318,9.4
2017-11-07,7144.3798828125,94.91000366210938,1275.8,1.16,2.316,9.89
2017-11-08,7459.68994140625,94.87000274658205,1283.7,1.16,2.334,9.78
2017-11-09,7143.580078125,94.44000244140624,1287.5,1.16,2.34,10.5
2017-11-10,6618.14013671875,94.38999938964844,1274.2,1.16,2.402,11.29
2017-11-11,6357.60009765625,94.38999938964844,1274.2,1.16,2.402,11.29
2017-11-12,5950.06982421875,94.38999938964844,1274.2,1.16,2.402,11.29
2017-11-13,6559.490234375,94.48999786376952,1278.9,1.16,2.407,11.5
2017-11-14,6635.75,93.83000183105467,1282.9,1.16,2.375,11.59
2017-11-15,7315.5400390625,93.80999755859376,1277.7,1.16,2.326,13.13
2017-11-16,7871.68994140625,93.93000030517578,1278.2,1.16,2.375,11.76
2017-11-17,7708.990234375,93.66000366210938,1283.85,1.16,2.345,11.43
2017-11-18,7790.14990234375,93.66000366210938,1283.85,1.16,2.345,11.43
2017-11-19,8036.490234375,93.66000366210938,1283.85,1.16,2.345,11.43
2017-11-20,8200.6396484375,94.08000183105467,1292.35,1.16,2.368,10.65
2017-11-21,8071.259765625,93.9499969482422,1280.0,1.16,2.358,9.73
2017-11-22,8253.5498046875,93.22000122070312,1283.95,1.16,2.32,9.88
2017-11-23,8038.77001953125,93.22000122070312,1290.15,1.16,2.326,9.88
2017-11-24,8253.6904296875,92.76000213623048,1289.15,1.16,2.34,9.67
2017-11-25,8790.919921875,92.76000213623048,1289.15,1.16,2.34,9.67
2017-11-26,9330.5498046875,92.76000213623048,1289.15,1.16,2.34,9.67
2017-11-27,9818.349609375,92.9000015258789,1294.7,1.16,2.331,9.87
2017-11-28,10058.7998046875,93.26000213623048,1293.9,1.16,2.326,10.03
2017-11-29,9888.6103515625,93.26000213623048,1294.85,1.16,2.388,10.7
2017-11-30,10233.599609375,93.01000213623048,1282.15,1.07,2.415,11.28
2017-12-01,10975.599609375,92.9000015258789,1277.25,1.16,2.363,11.43
2017-12-02,11074.599609375,92.9000015258789,1277.25,1.16,2.363,11.43
2017-12-03,11323.2001953125,92.9000015258789,1277.25,1.16,2.363,11.43
2017-12-04,11657.2001953125,93.19000244140624,1279.1,1.16,2.372,11.68
2017-12-05,11916.7001953125,93.37999725341795,1275.9,1.16,2.353,11.33
2017-12-06,14291.5,93.61000061035156,1268.55,1.16,2.34,11.02
2017-12-07,17899.69921875,93.8000030517578,1256.8,1.16,2.362,10.16
2017-12-08,16569.400390625,93.9000015258789,1245.85,1.16,2.378,9.58
2017-12-09,15178.2001953125,93.9000015258789,1245.85,1.16,2.378,9.58
2017-12-10,15455.400390625,93.9000015258789,1245.85,1.16,2.378,9.58
2017-12-11,16936.80078125,93.87000274658205,1251.4,1.16,2.39,9.34
2017-12-12,17415.400390625,94.0999984741211,1243.4,1.17,2.403,9.92
2017-12-13,16408.19921875,93.43000030517578,1241.6,1.17,2.348,10.18
2017-12-14,16564.0,93.48999786376952,1255.6,1.41,2.349,10.49
2017-12-15,17706.900390625,93.93000030517578,1257.25,1.41,2.351,9.42
2017-12-16,19497.400390625,93.93000030517578,1257.25,1.41,2.351,9.42
2017-12-17,19140.80078125,93.93000030517578,1257.25,1.41,2.351,9.42
2017-12-18,19114.19921875,93.6999969482422,1258.65,1.42,2.394,9.53
2017-12-19,17776.69921875,93.47000122070312,1263.1,1.42,2.459,10.03
2017-12-20,16624.599609375,93.3499984741211,1265.95,1.42,2.497,9.72
2017-12-21,15802.900390625,93.27999877929688,1265.85,1.42,2.484,9.62
2017-12-22,13831.7998046875,93.3499984741211,1268.05,1.42,2.485,9.9
2017-12-23,14699.2001953125,93.3499984741211,1268.05,1.42,2.485,9.9
2017-12-24,13925.7998046875,93.3499984741211,1268.05,1.42,2.485,9.9
2017-12-25,14026.599609375,93.3499984741211,1268.05,1.42,2.492,9.9
2017-12-26,16099.7998046875,93.26000213623048,1268.05,1.42,2.474,10.25
2017-12-27,15838.5,93.02999877929688,1285.4,1.42,2.412,10.47
2017-12-28,14606.5,92.5999984741211,1291.6,1.42,2.434,10.18
2017-12-29,14656.2001953125,92.12000274658205,1296.5,1.33,2.405,11.04
2017-12-30,12952.2001953125,92.12000274658205,1296.5,1.33,2.405,11.04
2017-12-31,14156.400390625,92.12000274658205,1296.5,1.33,2.405,11.04
2018-01-01,13657.2001953125,92.12000274658205,1296.5,1.33,2.405,11.04
2018-01-02,14982.099609375,91.8499984741211,1312.8,1.42,2.461,9.77
2018-01-03,15201.0,92.16000366210938,1314.6,1.42,2.445,9.15
2018-01-04,15599.2001953125,91.8499984741211,1313.7,1.42,2.453,9.22
2018-01-05,17429.5,91.9499969482422,1317.9,1.42,2.476,9.22
2018-01-06,17527.0,91.9499969482422,1317.9,1.42,2.476,9.22
2018-01-07,16477.599609375,91.9499969482422,1317.9,1.42,2.476,9.22
2018-01-08,15170.099609375,92.33000183105467,1318.8,1.42,2.48,9.52
2018-01-09,14595.400390625,92.52999877929688,1314.95,1.42,2.551,10.08
2018-01-10,14973.2998046875,92.33000183105467,1321.65,1.42,2.559,9.82
2018-01-11,13405.7998046875,91.8499984741211,1319.85,1.42,2.537,9.88
2018-01-12,13980.599609375,90.97000122070312,1332.9,1.42,2.55,10.16
2018-01-13,14360.2001953125,90.97000122070312,1332.9,1.42,2.55,10.16
2018-01-14,13772.0,90.97000122070312,1332.9,1.42,2.55,10.16
2018-01-15,13819.7998046875,90.97000122070312,1343.0,1.42,2.552,10.16
2018-01-16,11490.5,90.38999938964844,1334.95,1.42,2.539,11.66
2018-01-17,11188.599609375,90.54000091552734,1337.35,1.42,2.587,11.91
2018-01-18,11474.900390625,90.5,1329.75,1.42,2.624,12.22
2018-01-19,11607.400390625,90.56999969482422,1335.8,1.42,2.661,11.27
2018-01-20,12899.2001953125,90.56999969482422,1335.8,1.42,2.661,11.27
2018-01-21,11600.099609375,90.56999969482422,1335.8,1.42,2.661,11.27
2018-01-22,10931.400390625,90.4000015258789,1334.15,1.42,2.656,11.03
2018-01-23,10868.400390625,90.12000274658205,1337.1,1.42,2.617,11.1
2018-01-24,11359.400390625,89.20999908447266,1350.5,1.42,2.648,11.47
2018-01-25,11259.400390625,89.38999938964844,1360.25,1.42,2.624,11.58
2018-01-26,11171.400390625,89.06999969482422,1354.35,1.42,2.66,11.08
2018-01-27,11440.7001953125,89.06999969482422,1354.35,1.42,2.66,11.08
2018-01-28,11786.2998046875,89.06999969482422,1354.35,1.42,2.66,11.08
2018-01-29,11296.400390625,89.30999755859375,1348.4,1.42,2.699,13.84
2018-01-30,10106.2998046875,89.19000244140625,1345.7,1.42,2.724,14.79
2018-01-31,10221.099609375,89.12999725341797,1343.35,1.34,2.713,13.54
2018-02-01,9170.5400390625,88.66999816894531,1341.1,1.42,2.782,13.47
2018-02-02,8830.75,89.19999694824219,1345.0,1.42,2.841,17.31
2018-02-03,9174.91015625,89.19999694824219,1345.0,1.42,2.841,17.31
2018-02-04,8277.009765625,89.19999694824219,1345.0,1.42,2.841,17.31
2018-02-05,6955.27001953125,89.55000305175781,1337.1,1.42,2.709,37.32
2018-02-06,7754.0,89.58999633789062,1344.65,1.42,2.805,29.98
2018-02-07,7621.2998046875,90.26000213623048,1328.5,1.42,2.834,27.73
